timestamp,ax,ay,az,gx,gy,gz
0,-0.38,-10.42,-1.8,-0.14,-0.06,0.02
10,-0.36,-10.53,-1.82,-0.17,-0.07,0.01
20,-0.33,-10.6,-1.84,-0.19,-0.09,-0.0
30,-0.28,-10.61,-1.95,-0.2,-0.13,-0.0
40,-0.24,-10.62,-1.98,-0.21,-0.15,-0.0
50,-0.27,-10.69,-2.03,-0.22,-0.18,0.0
60,-0.28,-10.72,-2.06,-0.24,-0.18,-0.0
70,-0.34,-10.78,-2.06,-0.28,-0.19,-0.01
80,-0.39,-10.81,-2.03,-0.33,-0.18,-0.02
90,-0.38,-10.91,-2.04,-0.38,-0.19,-0.01
100,-0.38,-10.9,-2.1,-0.44,-0.18,-0.01
110,-0.4,-10.87,-2.18,-0.49,-0.19,-0.0
120,-0.35,-10.84,-2.26,-0.53,-0.19,0.01
130,-0.38,-10.78,-2.34,-0.56,-0.21,0.03
140,-0.35,-10.69,-2.48,-0.59,-0.22,0.06
150,-0.44,-10.63,-2.46,-0.61,-0.23,0.09
160,-0.54,-10.69,-2.47,-0.62,-0.23,0.14
170,-0.59,-10.67,-2.5,-0.65,-0.23,0.18
180,-0.67,-10.73,-2.47,-0.7,-0.22,0.23
190,-0.71,-10.83,-2.56,-0.77,-0.2,0.26
200,-0.7,-10.72,-2.68,-0.85,-0.18,0.29
210,-0.74,-10.65,-2.75,-0.92,-0.18,0.32
220,-0.76,-10.61,-2.73,-0.96,-0.21,0.33
230,-0.74,-10.62,-2.8,-0.99,-0.25,0.32
240,-0.85,-10.67,-2.91,-0.99,-0.29,0.29
250,-0.87,-10.61,-3.06,-0.99,-0.32,0.25
260,-0.92,-10.48,-3.17,-0.98,-0.33,0.23
270,-0.96,-10.36,-3.3,-1.0,-0.32,0.22
280,-0.99,-10.22,-3.4,-1.02,-0.3,0.24
290,-1.05,-10.09,-3.45,-1.05,-0.28,0.28
300,-1.06,-10.0,-3.51,-1.09,-0.25,0.33
310,-1.07,-9.92,-3.56,-1.13,-0.24,0.38
320,-1.07,-9.96,-3.61,-1.17,-0.23,0.43
330,-1.06,-9.9,-3.69,-1.2,-0.24,0.48
340,-1.09,-9.87,-3.74,-1.23,-0.26,0.51
350,-1.16,-9.82,-3.82,-1.25,-0.28,0.53
360,-1.23,-9.68,-3.96,-1.28,-0.28,0.53
370,-1.31,-9.56,-4.04,-1.31,-0.27,0.53
380,-1.36,-9.46,-4.12,-1.32,-0.25,0.54
390,-1.37,-9.28,-4.26,-1.33,-0.25,0.57
400,-1.39,-9.19,-4.39,-1.34,-0.26,0.6
410,-1.51,-9.16,-4.48,-1.34,-0.27,0.64
420,-1.59,-9.12,-4.55,-1.35,-0.27,0.68
430,-1.66,-9.06,-4.57,-1.37,-0.29,0.7
440,-1.76,-9.02,-4.65,-1.39,-0.3,0.71
450,-1.79,-8.84,-4.78,-1.41,-0.31,0.69
460,-1.9,-8.75,-4.88,-1.42,-0.32,0.66
470,-1.99,-8.62,-5.01,-1.41,-0.33,0.63
480,-2.03,-8.49,-5.19,-1.39,-0.32,0.59
490,-2.16,-8.45,-5.38,-1.37,-0.3,0.57
500,-2.21,-8.36,-5.51,-1.34,-0.3,0.56
510,-2.22,-8.26,-5.59,-1.32,-0.3,0.55
520,-2.29,-8.18,-5.69,-1.31,-0.31,0.54
530,-2.4,-8.03,-5.71,-1.28,-0.32,0.52
540,-2.47,-7.92,-5.82,-1.27,-0.32,0.5
550,-2.49,-7.7,-5.96,-1.27,-0.29,0.47
560,-2.63,-7.47,-6.02,-1.27,-0.26,0.46
570,-2.7,-7.43,-6.1,-1.26,-0.23,0.45
580,-2.8,-7.41,-6.09,-1.23,-0.21,0.46
590,-2.81,-7.42,-6.12,-1.2,-0.21,0.44
600,-2.88,-7.44,-6.27,-1.17,-0.2,0.42
610,-2.99,-7.25,-6.38,-1.15,-0.2,0.38
620,-3.04,-7.18,-6.48,-1.13,-0.2,0.34
630,-3.09,-7.1,-6.56,-1.11,-0.18,0.32
640,-3.03,-6.95,-6.73,-1.07,-0.17,0.28
650,-3.14,-6.82,-6.68,-1.04,-0.16,0.24
660,-3.07,-6.78,-6.76,-1.0,-0.15,0.22
670,-3.19,-6.69,-6.7,-0.96,-0.15,0.19
680,-3.24,-6.8,-6.67,-0.94,-0.16,0.18
690,-3.24,-6.64,-6.67,-0.94,-0.19,0.16
700,-3.2,-6.58,-6.86,-0.95,-0.21,0.13
710,-3.17,-6.46,-7.1,-0.96,-0.2,0.12
720,-3.2,-6.18,-7.3,-0.93,-0.18,0.12
730,-3.21,-6.08,-7.52,-0.87,-0.13,0.12
740,-3.19,-5.92,-7.61,-0.8,-0.07,0.13
750,-3.19,-5.85,-7.6,-0.72,-0.01,0.11
760,-3.22,-5.98,-7.47,-0.65,0.03,0.08
770,-3.21,-6.06,-7.37,-0.6,0.04,0.04
780,-3.16,-6.18,-7.34,-0.58,0.01,-0.01
790,-3.09,-6.27,-7.47,-0.56,-0.04,-0.08
800,-3.04,-6.22,-7.61,-0.53,-0.08,-0.12
810,-3.0,-5.99,-7.75,-0.49,-0.1,-0.12
820,-2.96,-5.77,-7.81,-0.44,-0.1,-0.08
830,-2.95,-5.64,-7.86,-0.4,-0.1,-0.04
840,-3.07,-5.71,-7.79,-0.37,-0.1,0.01
850,-3.08,-5.77,-7.8,-0.37,-0.09,0.05
860,-3.13,-5.9,-7.88,-0.38,-0.08,0.07
870,-3.21,-6.1,-7.89,-0.39,-0.07,0.07
880,-3.16,-6.18,-7.98,-0.39,-0.08,0.07
890,-3.06,-6.12,-8.06,-0.38,-0.09,0.05
900,-3.08,-6.1,-8.04,-0.35,-0.11,0.04
910,-3.1,-6.0,-8.05,-0.31,-0.14,0.04
920,-3.15,-6.05,-7.99,-0.28,-0.14,0.05
930,-3.18,-6.06,-7.99,-0.28,-0.11,0.09
940,-3.18,-5.97,-7.97,-0.29,-0.08,0.12
950,-3.26,-6.08,-7.91,-0.3,-0.06,0.14
960,-3.31,-6.17,-7.91,-0.31,-0.05,0.16
970,-3.29,-6.1,-8.03,-0.31,-0.03,0.17
980,-3.27,-5.96,-8.13,-0.3,-0.03,0.15
990,-3.21,-5.85,-8.16,-0.27,-0.04,0.12
