timestamp,ax,ay,az,gx,gy,gz
0,-0.98,-11.44,1.66,-1.14,-0.23,-0.09
10,-0.98,-11.56,1.57,-1.17,-0.22,-0.1
20,-1.05,-11.81,1.56,-1.24,-0.21,-0.1
30,-1.01,-12.05,1.47,-1.35,-0.17,-0.08
40,-0.91,-12.2,1.32,-1.47,-0.15,-0.07
50,-0.87,-12.36,1.28,-1.58,-0.14,-0.09
60,-0.86,-12.52,1.24,-1.68,-0.15,-0.12
70,-0.76,-12.49,1.12,-1.77,-0.17,-0.17
80,-0.73,-12.45,1.0,-1.85,-0.2,-0.23
90,-0.76,-12.45,0.86,-1.93,-0.23,-0.27
100,-0.77,-12.34,0.69,-2.03,-0.24,-0.25
110,-0.74,-12.17,0.54,-2.14,-0.24,-0.2
120,-0.72,-11.82,0.32,-2.24,-0.27,-0.14
130,-0.74,-11.34,0.12,-2.32,-0.32,-0.1
140,-0.84,-10.85,-0.18,-2.36,-0.39,-0.08
150,-0.89,-10.39,-0.57,-2.35,-0.44,-0.1
160,-0.92,-10.13,-0.87,-2.32,-0.46,-0.12
170,-0.92,-9.85,-1.16,-2.27,-0.48,-0.17
180,-0.88,-9.7,-1.43,-2.23,-0.49,-0.21
190,-0.86,-9.61,-1.6,-2.24,-0.48,-0.23
200,-0.82,-9.44,-1.89,-2.28,-0.47,-0.2
210,-0.76,-9.01,-2.28,-2.31,-0.46,-0.13
220,-0.74,-8.47,-2.67,-2.35,-0.47,-0.05
230,-0.82,-7.95,-2.98,-2.35,-0.5,0.04
240,-0.98,-7.61,-3.33,-2.3,-0.53,0.12
250,-1.09,-7.24,-3.68,-2.23,-0.56,0.15
260,-1.2,-6.9,-3.94,-2.14,-0.57,0.12
270,-1.31,-6.89,-4.09,-2.06,-0.56,0.07
280,-1.45,-7.07,-4.1,-1.98,-0.52,0.05
290,-1.49,-7.08,-4.22,-1.92,-0.49,0.05
300,-1.58,-7.19,-4.34,-1.9,-0.44,0.05
310,-1.55,-7.19,-4.55,-1.92,-0.4,0.07
320,-1.4,-6.89,-4.82,-1.88,-0.4,0.04
330,-1.37,-6.56,-5.11,-1.81,-0.44,-0.02
340,-1.42,-6.44,-5.29,-1.68,-0.5,-0.11
350,-1.46,-6.32,-5.45,-1.51,-0.53,-0.2
360,-1.53,-6.39,-5.58,-1.37,-0.53,-0.27
370,-1.61,-6.56,-5.6,-1.26,-0.51,-0.31
380,-1.6,-6.93,-5.66,-1.18,-0.48,-0.31
390,-1.61,-7.04,-5.7,-1.13,-0.44,-0.3
400,-1.59,-7.33,-5.75,-1.1,-0.4,-0.29
410,-1.58,-7.7,-5.73,-1.08,-0.37,-0.26
420,-1.4,-7.82,-5.85,-1.07,-0.37,-0.24
430,-1.29,-7.87,-5.99,-1.07,-0.4,-0.26
440,-1.24,-7.84,-6.03,-1.03,-0.46,-0.29
450,-1.19,-7.6,-6.26,-0.99,-0.53,-0.33
460,-1.23,-7.48,-6.47,-0.96,-0.56,-0.34
470,-1.33,-7.29,-6.63,-0.92,-0.55,-0.31
480,-1.42,-7.18,-6.77,-0.9,-0.5,-0.25
490,-1.48,-6.97,-6.82,-0.89,-0.44,-0.18
500,-1.46,-6.8,-6.83,-0.86,-0.39,-0.12
510,-1.48,-6.83,-6.8,-0.84,-0.36,-0.04
520,-1.51,-6.86,-6.85,-0.83,-0.34,0.04
530,-1.5,-7.05,-6.83,-0.84,-0.32,0.12
540,-1.46,-7.2,-6.89,-0.85,-0.33,0.19
550,-1.39,-7.28,-6.9,-0.85,-0.36,0.21
560,-1.37,-7.28,-6.94,-0.84,-0.41,0.21
570,-1.47,-7.21,-7.13,-0.82,-0.43,0.2
580,-1.56,-7.11,-7.3,-0.79,-0.42,0.2
590,-1.63,-6.91,-7.38,-0.78,-0.37,0.21
600,-1.66,-6.79,-7.51,-0.78,-0.29,0.23
610,-1.63,-6.59,-7.55,-0.79,-0.23,0.27
620,-1.58,-6.32,-7.58,-0.79,-0.19,0.3
630,-1.55,-6.18,-7.52,-0.77,-0.18,0.33
640,-1.63,-6.24,-7.43,-0.72,-0.19,0.37
650,-1.7,-6.43,-7.32,-0.65,-0.22,0.41
660,-1.82,-6.71,-7.21,-0.59,-0.26,0.46
670,-1.95,-6.85,-7.21,-0.57,-0.29,0.51
680,-2.08,-7.01,-7.3,-0.61,-0.28,0.55
690,-2.2,-7.06,-7.51,-0.68,-0.23,0.57
700,-2.2,-6.93,-7.83,-0.77,-0.16,0.58
710,-2.13,-6.61,-8.08,-0.82,-0.09,0.56
720,-2.12,-6.34,-8.2,-0.81,-0.05,0.53
730,-2.13,-6.12,-8.2,-0.74,-0.04,0.5
740,-2.11,-5.9,-8.17,-0.63,-0.06,0.47
750,-2.17,-5.79,-8.14,-0.51,-0.1,0.42
760,-2.3,-5.72,-7.97,-0.39,-0.14,0.36
770,-2.5,-5.92,-7.8,-0.3,-0.18,0.33
780,-2.58,-6.05,-7.8,-0.28,-0.18,0.32
790,-2.58,-6.02,-8.0,-0.32,-0.17,0.29
800,-2.63,-5.98,-8.17,-0.39,-0.12,0.25
810,-2.63,-5.92,-8.28,-0.45,-0.07,0.23
820,-2.7,-6.01,-8.3,-0.45,-0.03,0.22
830,-2.7,-6.12,-8.29,-0.4,-0.01,0.22
840,-2.69,-6.25,-8.23,-0.32,-0.02,0.2
850,-2.68,-6.34,-8.2,-0.24,-0.06,0.15
860,-2.66,-6.34,-8.25,-0.19,-0.09,0.09
870,-2.65,-6.22,-8.42,-0.15,-0.12,0.02
880,-2.68,-6.07,-8.44,-0.11,-0.13,-0.04
890,-2.74,-5.95,-8.51,-0.1,-0.12,-0.07
900,-2.74,-5.77,-8.58,-0.1,-0.08,-0.08
910,-2.83,-5.77,-8.51,-0.11,-0.02,-0.09
920,-2.84,-5.8,-8.49,-0.13,0.05,-0.07
930,-2.82,-5.94,-8.32,-0.13,0.09,-0.05
940,-2.83,-6.27,-8.21,-0.11,0.1,-0.02
950,-2.76,-6.53,-8.17,-0.1,0.07,0.01
960,-2.62,-6.61,-8.3,-0.08,0.02,-0.0
970,-2.54,-6.69,-8.44,-0.06,-0.02,-0.04
980,-2.5,-6.64,-8.51,-0.03,-0.04,-0.08
990,-2.46,-6.47,-8.52,0.0,-0.04,-0.13
