timestamp,ax,ay,az,gx,gy,gz
0,-0.73,-10.46,-0.56,-0.09,-0.07,-0.02
10,-0.72,-10.51,-0.56,-0.11,-0.08,-0.01
20,-0.73,-10.57,-0.61,-0.14,-0.09,0.0
30,-0.78,-10.7,-0.65,-0.19,-0.1,0.02
40,-0.83,-10.84,-0.68,-0.23,-0.1,0.05
50,-0.87,-11.09,-0.73,-0.27,-0.1,0.07
60,-0.92,-11.35,-0.71,-0.3,-0.1,0.08
70,-0.93,-11.64,-0.76,-0.33,-0.11,0.08
80,-0.94,-11.84,-0.72,-0.38,-0.1,0.06
90,-0.99,-12.0,-0.78,-0.45,-0.09,0.05
100,-0.91,-12.12,-0.84,-0.53,-0.08,0.05
110,-0.92,-12.2,-0.83,-0.61,-0.08,0.05
120,-0.85,-12.34,-0.86,-0.69,-0.08,0.06
130,-0.8,-12.49,-0.9,-0.76,-0.07,0.08
140,-0.74,-12.56,-0.94,-0.83,-0.07,0.08
150,-0.72,-12.63,-0.96,-0.9,-0.07,0.08
160,-0.7,-12.78,-0.91,-1.0,-0.06,0.1
170,-0.7,-12.7,-0.94,-1.12,-0.04,0.13
180,-0.68,-12.67,-1.01,-1.23,-0.04,0.18
190,-0.68,-12.62,-1.04,-1.33,-0.06,0.23
200,-0.62,-12.63,-1.14,-1.43,-0.08,0.3
210,-0.68,-12.55,-1.15,-1.53,-0.1,0.35
220,-0.69,-12.44,-1.24,-1.64,-0.13,0.39
230,-0.72,-12.08,-1.46,-1.76,-0.16,0.42
240,-0.79,-11.72,-1.72,-1.86,-0.19,0.46
250,-0.94,-11.47,-1.9,-1.94,-0.2,0.52
260,-1.06,-11.17,-2.08,-2.0,-0.2,0.6
270,-1.16,-10.87,-2.25,-2.06,-0.19,0.66
280,-1.19,-10.65,-2.44,-2.11,-0.19,0.69
290,-1.19,-10.26,-2.64,-2.15,-0.2,0.69
300,-1.23,-9.95,-2.79,-2.18,-0.21,0.68
310,-1.29,-9.71,-2.94,-2.18,-0.23,0.69
320,-1.34,-9.5,-3.03,-2.17,-0.27,0.72
330,-1.44,-9.33,-3.23,-2.16,-0.3,0.74
340,-1.48,-9.15,-3.43,-2.15,-0.33,0.74
350,-1.67,-8.99,-3.62,-2.13,-0.35,0.71
360,-1.7,-8.75,-3.93,-2.11,-0.33,0.68
370,-1.8,-8.36,-4.13,-2.08,-0.3,0.66
380,-1.84,-8.02,-4.32,-2.06,-0.25,0.65
390,-1.82,-7.62,-4.44,-2.03,-0.2,0.65
400,-1.88,-7.37,-4.5,-2.0,-0.17,0.66
410,-1.91,-7.25,-4.58,-1.96,-0.18,0.67
420,-1.96,-7.28,-4.6,-1.9,-0.22,0.64
430,-1.99,-7.46,-4.73,-1.84,-0.26,0.55
440,-2.05,-7.4,-4.89,-1.8,-0.29,0.45
450,-2.11,-7.38,-5.13,-1.74,-0.29,0.35
460,-2.19,-7.27,-5.28,-1.71,-0.27,0.31
470,-2.21,-7.06,-5.43,-1.69,-0.23,0.31
480,-2.24,-6.87,-5.53,-1.71,-0.17,0.36
490,-2.26,-6.79,-5.52,-1.72,-0.14,0.45
500,-2.27,-6.82,-5.49,-1.72,-0.14,0.55
510,-2.34,-6.84,-5.59,-1.71,-0.16,0.6
520,-2.43,-6.92,-5.61,-1.67,-0.21,0.57
530,-2.51,-7.0,-5.7,-1.57,-0.29,0.39
540,-2.61,-6.94,-5.94,-1.45,-0.36,0.09
550,-2.8,-6.85,-6.16,-1.31,-0.37,-0.22
560,-2.96,-6.55,-6.4,-1.16,-0.34,-0.48
570,-3.08,-6.14,-6.56,-1.06,-0.26,-0.63
580,-3.09,-5.81,-6.59,-1.02,-0.17,-0.67
590,-3.12,-5.78,-6.41,-1.02,-0.11,-0.61
600,-3.04,-5.91,-6.39,-1.03,-0.12,-0.48
610,-2.96,-5.95,-6.48,-1.04,-0.17,-0.35
620,-2.97,-6.21,-6.52,-1.04,-0.23,-0.21
630,-2.95,-6.22,-6.74,-1.05,-0.29,-0.11
640,-2.9,-6.03,-7.03,-1.06,-0.33,-0.05
650,-2.99,-5.77,-7.24,-1.03,-0.36,-0.02
660,-2.99,-5.69,-7.46,-0.98,-0.33,-0.01
670,-3.12,-5.75,-7.51,-0.92,-0.26,0.02
680,-3.15,-6.02,-7.45,-0.86,-0.18,0.07
690,-3.18,-6.4,-7.36,-0.84,-0.14,0.13
700,-3.04,-6.5,-7.54,-0.84,-0.12,0.16
710,-2.95,-6.3,-7.78,-0.87,-0.11,0.15
720,-2.91,-6.0,-7.86,-0.87,-0.12,0.13
730,-2.87,-5.66,-7.98,-0.84,-0.15,0.1
740,-2.89,-5.32,-8.11,-0.81,-0.17,0.07
750,-2.94,-5.15,-8.14,-0.77,-0.19,0.05
760,-3.07,-5.25,-8.1,-0.72,-0.2,0.03
770,-3.14,-5.17,-8.15,-0.66,-0.22,-0.01
780,-3.3,-5.26,-8.22,-0.61,-0.21,-0.07
790,-3.43,-5.22,-8.42,-0.56,-0.18,-0.12
800,-3.44,-4.99,-8.64,-0.53,-0.15,-0.15
810,-3.46,-4.8,-8.82,-0.49,-0.11,-0.16
820,-3.44,-4.67,-8.85,-0.46,-0.07,-0.13
830,-3.44,-4.77,-8.75,-0.42,-0.04,-0.07
840,-3.4,-4.99,-8.68,-0.41,-0.05,0.01
850,-3.39,-5.17,-8.61,-0.39,-0.06,0.05
860,-3.4,-5.43,-8.56,-0.38,-0.09,0.05
870,-3.34,-5.47,-8.6,-0.35,-0.12,0.01
880,-3.34,-5.34,-8.64,-0.3,-0.15,-0.05
890,-3.28,-5.11,-8.76,-0.23,-0.16,-0.12
900,-3.18,-4.77,-8.88,-0.17,-0.16,-0.16
910,-3.2,-4.63,-8.92,-0.12,-0.13,-0.18
920,-3.22,-4.61,-8.91,-0.11,-0.08,-0.16
930,-3.19,-4.63,-8.91,-0.13,-0.01,-0.11
940,-3.27,-4.82,-8.66,-0.15,0.04,-0.06
950,-3.19,-5.16,-8.46,-0.16,0.04,-0.01
960,-3.24,-5.25,-8.47,-0.16,0.0,0.03
970,-3.22,-5.43,-8.56,-0.14,-0.02,0.07
980,-3.22,-5.52,-8.65,-0.12,-0.03,0.1
990,-3.19,-5.43,-8.74,-0.1,-0.03,0.11
