timestamp,ax,ay,az,gx,gy,gz
0,0.04,-10.01,0.38,-0.07,0.01,-0.05
10,0.03,-10.16,0.39,-0.05,0.01,-0.06
20,0.09,-10.32,0.38,-0.01,-0.0,-0.05
30,0.14,-10.43,0.31,0.0,-0.02,-0.03
40,0.17,-10.63,0.29,0.01,-0.02,-0.01
50,0.21,-10.88,0.25,0.01,-0.02,-0.01
60,0.3,-11.19,0.15,-0.02,-0.01,-0.0
70,0.21,-11.54,0.13,-0.08,0.0,-0.01
80,0.32,-11.98,-0.05,-0.15,0.02,-0.05
90,0.41,-12.35,-0.18,-0.22,0.06,-0.1
100,0.42,-12.65,-0.14,-0.28,0.1,-0.14
110,0.5,-13.04,-0.1,-0.3,0.13,-0.15
120,0.52,-13.42,0.07,-0.3,0.17,-0.16
130,0.45,-13.78,0.29,-0.28,0.2,-0.15
140,0.29,-14.17,0.66,-0.25,0.22,-0.12
150,0.28,-14.32,0.84,-0.23,0.22,-0.11
160,0.31,-14.26,0.91,-0.27,0.21,-0.15
170,0.34,-14.11,0.95,-0.35,0.17,-0.21
180,0.5,-13.92,0.81,-0.46,0.15,-0.3
190,0.4,-13.94,0.89,-0.6,0.15,-0.37
200,0.37,-13.89,0.93,-0.73,0.18,-0.43
210,0.4,-13.46,0.81,-0.9,0.28,-0.46
220,0.56,-13.04,0.66,-1.13,0.46,-0.4
230,0.72,-12.56,0.69,-1.41,0.65,-0.28
240,0.89,-12.06,0.75,-1.73,0.75,-0.15
250,1.06,-11.46,0.77,-2.06,0.76,-0.01
260,1.32,-10.75,0.6,-2.36,0.71,0.15
270,1.28,-10.02,0.3,-2.6,0.68,0.37
280,1.23,-9.32,-0.03,-2.84,0.7,0.69
290,1.09,-8.94,-0.21,-3.06,0.76,1.03
300,0.63,-8.74,-0.15,-3.32,0.84,1.38
310,0.5,-8.87,-0.15,-3.58,0.89,1.62
320,0.21,-9.15,-0.01,-3.81,0.87,1.62
330,-0.09,-9.26,-0.03,-4.0,0.79,1.38
340,-0.23,-9.04,-0.46,-4.1,0.67,1.04
350,-0.38,-8.43,-1.13,-4.12,0.65,0.83
360,-0.38,-7.75,-1.81,-4.08,0.73,0.84
370,-0.32,-7.16,-2.4,-4.04,0.91,1.03
380,-0.23,-6.98,-2.63,-4.07,1.13,1.33
390,-0.02,-6.93,-2.58,-4.11,1.28,1.55
400,-0.02,-6.99,-2.32,-4.13,1.26,1.63
410,-0.17,-7.24,-2.08,-4.13,1.08,1.54
420,-0.37,-7.12,-2.51,-4.15,0.9,1.27
430,-0.76,-6.66,-3.25,-4.21,0.89,1.0
440,-1.02,-6.04,-4.09,-4.32,1.12,0.9
450,-0.96,-5.42,-4.64,-4.53,1.52,1.03
460,-0.66,-5.16,-4.7,-4.76,1.95,1.27
470,-0.28,-5.03,-4.27,-4.97,2.21,1.5
480,0.21,-4.85,-3.81,-5.11,2.21,1.65
490,0.72,-4.42,-3.57,-5.16,1.99,1.73
500,1.07,-3.77,-3.58,-5.12,1.6,1.72
510,1.12,-3.0,-3.84,-4.99,1.15,1.69
520,0.79,-2.38,-4.22,-4.78,0.76,1.66
530,0.28,-1.76,-4.89,-4.5,0.48,1.58
540,-0.39,-1.3,-5.77,-4.18,0.29,1.43
550,-1.0,-0.85,-6.7,-3.86,0.17,1.24
560,-1.49,-0.64,-7.55,-3.57,0.09,1.05
570,-1.95,-0.51,-8.4,-3.34,0.03,0.84
580,-2.21,-0.37,-9.1,-3.16,-0.0,0.59
590,-2.27,-0.26,-9.54,-3.0,-0.07,0.36
600,-2.32,0.1,-10.01,-2.81,-0.15,0.18
610,-2.52,0.51,-10.72,-2.54,-0.22,0.12
620,-2.42,0.78,-11.32,-2.23,-0.28,0.14
630,-2.31,1.11,-11.95,-1.93,-0.37,0.17
640,-2.18,1.36,-12.58,-1.65,-0.51,0.21
650,-2.01,1.5,-13.2,-1.39,-0.66,0.26
660,-1.99,1.44,-13.68,-1.17,-0.74,0.26
670,-1.96,1.3,-14.04,-0.97,-0.74,0.19
680,-1.96,1.1,-14.05,-0.78,-0.68,0.09
690,-1.89,0.87,-13.92,-0.6,-0.61,0.01
700,-1.92,0.64,-13.69,-0.45,-0.55,-0.04
710,-1.96,0.3,-13.46,-0.34,-0.5,-0.06
720,-2.12,0.08,-13.29,-0.28,-0.45,-0.05
730,-2.28,-0.18,-13.17,-0.23,-0.41,0.02
740,-2.29,-0.4,-12.97,-0.19,-0.38,0.08
750,-2.39,-0.58,-12.85,-0.15,-0.36,0.1
760,-2.61,-0.64,-12.81,-0.1,-0.33,0.12
770,-2.74,-0.71,-12.68,-0.04,-0.27,0.13
780,-2.76,-0.9,-12.4,-0.01,-0.2,0.14
790,-2.73,-1.04,-12.03,0.0,-0.14,0.09
800,-2.64,-1.13,-11.65,-0.0,-0.1,0.02
810,-2.53,-1.04,-11.32,-0.01,-0.08,-0.02
820,-2.53,-0.99,-11.05,-0.03,-0.07,-0.02
830,-2.49,-0.91,-10.93,-0.05,-0.09,-0.0
840,-2.52,-0.79,-11.05,-0.06,-0.11,0.01
850,-2.59,-0.7,-11.18,-0.06,-0.08,0.04
860,-2.64,-0.68,-11.18,-0.06,-0.02,0.05
870,-2.67,-0.7,-11.08,-0.06,0.04,0.05
880,-2.59,-0.75,-10.92,-0.07,0.08,0.03
890,-2.57,-0.82,-10.67,-0.07,0.09,-0.02
900,-2.51,-0.84,-10.45,-0.08,0.08,-0.06
910,-2.5,-0.81,-10.31,-0.09,0.04,-0.1
920,-2.54,-0.64,-10.34,-0.09,0.0,-0.1
930,-2.53,-0.58,-10.39,-0.07,-0.02,-0.06
940,-2.53,-0.57,-10.44,-0.05,-0.04,-0.01
950,-2.49,-0.64,-10.51,-0.06,-0.06,-0.0
960,-2.52,-0.68,-10.56,-0.07,-0.06,-0.02
970,-2.54,-0.73,-10.56,-0.09,-0.03,-0.04
980,-2.47,-0.79,-10.47,-0.12,-0.0,-0.06
990,-2.4,-0.8,-10.4,-0.16,0.02,-0.11
