timestamp,ax,ay,az,gx,gy,gz
0,-1.1,-10.21,-0.59,-0.12,-0.01,0.0
10,-1.17,-10.26,-0.58,-0.12,-0.0,0.01
20,-1.22,-10.32,-0.58,-0.12,-0.0,0.02
30,-1.23,-10.32,-0.58,-0.13,-0.01,0.02
40,-1.21,-10.32,-0.6,-0.13,-0.01,0.03
50,-1.23,-10.3,-0.65,-0.15,0.0,0.03
60,-1.19,-10.25,-0.67,-0.18,0.01,0.01
70,-1.17,-10.19,-0.73,-0.19,0.0,-0.01
80,-1.17,-10.12,-0.8,-0.18,-0.01,-0.03
90,-1.21,-10.1,-0.91,-0.17,-0.01,-0.05
100,-1.25,-10.06,-1.0,-0.17,0.0,-0.06
110,-1.26,-9.99,-1.03,-0.16,0.01,-0.06
120,-1.23,-9.98,-1.08,-0.18,0.02,-0.07
130,-1.21,-10.03,-1.09,-0.21,0.03,-0.08
140,-1.17,-10.06,-1.05,-0.22,0.03,-0.08
150,-1.09,-10.05,-1.07,-0.21,0.03,-0.08
160,-1.06,-10.09,-1.09,-0.19,0.03,-0.08
170,-1.05,-10.1,-1.1,-0.17,0.04,-0.07
180,-1.05,-10.05,-1.14,-0.16,0.06,-0.06
190,-1.03,-10.04,-1.17,-0.18,0.1,-0.05
200,-1.04,-10.03,-1.14,-0.21,0.13,-0.03
210,-1.08,-10.0,-1.08,-0.23,0.15,-0.01
220,-1.11,-9.98,-1.0,-0.26,0.17,0.02
230,-1.11,-9.99,-0.94,-0.29,0.16,0.03
240,-1.11,-10.0,-0.96,-0.31,0.15,0.04
250,-1.12,-9.96,-0.96,-0.31,0.15,0.04
260,-1.15,-9.96,-1.01,-0.3,0.15,0.05
270,-1.17,-9.92,-0.97,-0.27,0.15,0.06
280,-1.2,-9.87,-0.97,-0.25,0.15,0.08
290,-1.23,-9.81,-1.0,-0.23,0.16,0.1
300,-1.28,-9.76,-0.97,-0.23,0.16,0.11
310,-1.33,-9.77,-0.9,-0.25,0.17,0.12
320,-1.34,-9.81,-0.91,-0.27,0.17,0.12
330,-1.35,-9.81,-0.98,-0.28,0.18,0.1
340,-1.39,-9.78,-0.96,-0.27,0.19,0.09
350,-1.37,-9.68,-0.95,-0.25,0.19,0.09
360,-1.32,-9.57,-0.96,-0.22,0.19,0.09
370,-1.28,-9.5,-0.97,-0.18,0.17,0.09
380,-1.24,-9.41,-0.97,-0.15,0.16,0.11
390,-1.23,-9.37,-0.92,-0.13,0.16,0.13
400,-1.25,-9.32,-0.93,-0.12,0.16,0.15
410,-1.28,-9.35,-0.96,-0.13,0.16,0.16
