timestamp,ax,ay,az,gx,gy,gz
0,1.15,-9.88,-1.86,-0.05,-0.18,-0.1
10,1.13,-10.01,-1.82,-0.1,-0.09,-0.11
20,1.12,-10.12,-1.75,-0.14,-0.02,-0.12
30,1.15,-10.18,-1.61,-0.17,0.01,-0.12
40,1.23,-10.21,-1.53,-0.2,-0.0,-0.13
50,1.29,-10.25,-1.48,-0.2,-0.05,-0.14
60,1.36,-10.14,-1.55,-0.18,-0.12,-0.16
70,1.4,-9.96,-1.73,-0.15,-0.18,-0.17
80,1.42,-9.79,-1.85,-0.11,-0.22,-0.18
90,1.36,-9.67,-2.04,-0.1,-0.21,-0.17
100,1.35,-9.54,-2.18,-0.12,-0.16,-0.15
110,1.28,-9.55,-2.17,-0.14,-0.09,-0.12
120,1.27,-9.61,-2.13,-0.19,-0.01,-0.09
130,1.23,-9.73,-1.97,-0.24,0.02,-0.07
140,1.26,-9.85,-1.85,-0.24,-0.01,-0.06
150,1.25,-9.88,-1.78,-0.22,-0.08,-0.06
160,1.26,-9.88,-1.77,-0.17,-0.17,-0.07
170,1.22,-9.87,-1.87,-0.13,-0.22,-0.08
180,1.14,-9.9,-1.95,-0.1,-0.23,-0.08
190,1.13,-9.94,-2.04,-0.11,-0.19,-0.08
200,1.08,-10.02,-1.99,-0.14,-0.11,-0.09
210,1.1,-10.06,-1.98,-0.18,-0.02,-0.11
220,1.07,-10.09,-1.91,-0.21,0.05,-0.12
230,1.07,-10.02,-1.81,-0.2,0.08,-0.11
240,1.06,-9.89,-1.78,-0.17,0.05,-0.09
250,1.06,-9.82,-1.81,-0.14,-0.01,-0.08
260,1.06,-9.73,-1.86,-0.12,-0.07,-0.06
270,1.0,-9.73,-1.87,-0.1,-0.1,-0.05
280,0.96,-9.87,-1.94,-0.12,-0.09,-0.04
290,0.93,-10.06,-2.0,-0.14,-0.06,-0.03
300,0.92,-10.24,-1.99,-0.15,-0.03,-0.02
310,0.89,-10.36,-1.96,-0.16,0.0,-0.0
320,0.88,-10.35,-1.99,-0.16,0.0,0.02
330,0.91,-10.25,-2.05,-0.15,-0.02,0.05
340,0.83,-10.16,-2.14,-0.16,-0.05,0.06
350,0.85,-10.11,-2.21,-0.18,-0.1,0.06
360,0.83,-10.1,-2.27,-0.19,-0.15,0.04
370,0.76,-10.1,-2.43,-0.18,-0.18,0.03
380,0.72,-10.11,-2.61,-0.17,-0.18,0.05
390,0.7,-10.16,-2.82,-0.17,-0.13,0.06
400,0.72,-10.32,-2.92,-0.19,-0.05,0.07
410,0.77,-10.56,-3.02,-0.2,0.04,0.07
420,0.85,-10.77,-3.1,-0.19,0.09,0.07
430,0.94,-11.05,-3.06,-0.15,0.09,0.07
440,1.04,-11.34,-2.99,-0.1,0.02,0.06
450,1.1,-11.51,-3.03,-0.05,-0.08,0.05
460,1.09,-11.76,-3.03,-0.03,-0.17,0.06
470,1.02,-11.98,-3.0,-0.06,-0.21,0.1
480,0.99,-12.15,-3.04,-0.15,-0.24,0.16
490,0.99,-12.26,-3.12,-0.27,-0.23,0.24
500,0.99,-12.2,-3.17,-0.38,-0.22,0.34
510,1.01,-12.16,-3.2,-0.47,-0.22,0.46
520,1.01,-12.12,-3.14,-0.51,-0.27,0.58
530,1.05,-12.05,-3.14,-0.49,-0.35,0.68
540,1.06,-11.89,-3.27,-0.43,-0.45,0.76
550,0.99,-11.65,-3.34,-0.32,-0.53,0.83
560,0.84,-11.42,-3.34,-0.18,-0.57,0.92
570,0.72,-11.17,-3.29,-0.04,-0.59,1.04
580,0.62,-11.0,-3.09,0.09,-0.59,1.19
590,0.46,-10.96,-2.77,0.21,-0.58,1.4
